"";"classe 1";"classe 2";"classe 3";"classe 4"
"previsão";4,937;-15,407;-10,946;21,428
"ipl";-29,31;0,914;106,807;-20,367
"intimação";7,238;-3,252;0,434;-2,782
"desprover";-1,928;-7,209;-11,055;53,12
"desequilíbrio";-26;-8,941;-14,449;145,46
"convidado";-26,092;7,691;58,378;-18,131
"conversa";-15,942;2,385;14,204;-0,466
"caixa";4,311;-0,353;-5,109;0,172
"ausente";47,218;-9,557;-14,909;-0,59
"atentar";5,848;1,541;-2,489;-6,061
"aguardar";77,827;-16,452;-2,05;-16,855
"vênias";45,577;-11,719;-1,91;-6,521
"sujeito";15,709;-3,222;-13,002;0,679
"relacionado";9,442;1,374;-3,826;-7,6
"possibilitar";54,872;-13,381;-10,383;-1,822
"necessariamente";-0,04;-8,941;-9,936;37,874
"nação";-22,092;90,459;-1,835;-11,758
"mudar";-7,222;-5,066;99,801;-14,95
"mobilização";-24,625;115,098;-11,402;-6,521
"impugnar";8,427;-2,135;-10,718;1,767
"governador";-20,049;23,425;-2,448;1,728
"excepcional";4,193;-17,848;-2,64;12,91
"duração";27,705;0,765;-12,544;-11,46
"disseminar";-26,092;88,875;-2,46;-7,323
"construir";-2,276;37,664;-8,642;-3,945
"colegiado";95,474;-14,051;-15,37;-10,151
"ampliação";124,533;-17,848;-14,909;-18,127
"ameaça";-18,339;42,321;4,16;-15,107
"agência";-6,391;25,942;-1,214;-2,196
"transparente";-29,77;-1,937;73,934;-0,228
"pertinente";11,914;-0,825;-6,063;-0,327
"perceber";-1,044;16,792;0,793;-15,267
"pedro";-16,854;-6,26;74,6;-0,704
"organizar";-6,864;38,424;-4,48;-2,538
"mencionado";-0,149;-0,235;-5,669;9,501
"indispensável";11,149;-7,303;-9,936;4,079
"humano";-10,199;77,572;-4,747;-12,899
"formar";16,618;-1,376;-2,794;-2,882
"estabilidade";2,285;0,001;2,465;-9,576
"discursivo";-21,193;48,322;-1,577;-0,994
"versão";2,483;0,19;1,524;-10,765
"usado";-20,049;5,094;0,969;2,709
"regime";-6,76;-0,001;-10,946;34,34
"perícia";9,769;-13,824;12,997;-8,158
"outdoors";-0,152;-0,108;-11,859;15,16
"ministerial";51,12;-4,524;-12,087;-5,809
"inépcia";110,677;-19,969;-14,679;-11,162
"iniciar";-0,024;3,849;2,492;-10,765
"incontroverso";-1,66;35,165;-12,087;-2,323
"fundo";5,064;-0,953;0,009;-2,323
"funcionamento";-13,543;13,189;0,226;-0,028
"forte";-4,724;1,674;10,711;-3,796
"documental";63,464;-4,524;-6,266;-17,49
"comunicar";-18,953;83,03;-0,436;-16,219
"atacar";-21,481;37,688;4,086;-9,684
"asseverar";-0,06;0,431;1,346;-2,144
"agradecer";8,462;-13,326;22,655;-13,998
"turma";-11,428;-18,35;-9,58;118,4
"recusar";-13,973;13,162;13,411;-9,005
"reclamar";-9,256;-17,146;0,041;54,269
"prejudicar";3,457;-7,824;2,293;-0,275
"posteriormente";9,648;-1,322;0,16;-6,521
"perpetrar";-10,424;0,62;-11,174;32,912
"peixe";-23,796;-18,35;228,429;-16,536
"ostentar";-1,857;-3,607;-12,316;43,846
"investigativo";74,474;-7,594;-8,211;-15,421
"henrique";-10,191;-12,289;-6,839;89,144
"diferença";3,636;-0,299;-0,196;-1,22
"detrimento";-3,102;-8,636;-11,859;64,983
"capacidade";0,965;18,599;-11,859;-5,559
"apreciação";67,875;-14,849;-12,087;-3,311
"acarretar";6,363;0,031;-12,087;0,061
"youtube";-19,592;117,593;-6,839;-15,579
"titular";1,16;-14,165;-3,103;18,469
"testemunhal";83,482;-7,907;-12,377;-14,632
"site";-8,972;22,301;0,302;-4,396
"senha";-22,877;-15,034;208,956;-15,898
"secretária";-22,389;-6,729;71,58;0,009
"requerente";17,255;0,01;-10,308;-2,845
"promoção";-16,082;42,321;-9,936;0,295
"obra";-17,021;47,55;-13,758;0,6
"mello";2,738;-7,43;-10,946;16,109
"fenômeno";1,182;28,837;-13,298;-11,372
"explícito";-20,296;9,938;-0,684;5,785
"desenvolver";4,181;9,46;-6,717;-9,099
"criminal";2,168;-17,499;10,282;-0,05
"crer";6,277;1,374;-1,638;-7,6
"arma";-20,296;-0,825;-4,56;60,272
"antônio_hamilton_martins_mourão";3,29;-8,036;-1,467;4,176
"acordo";0,641;-2,029;0,299;0,009
"visão";-0,378;43,157;-8,823;-11,372
"vencer";0,823;-0,406;0;-0,101
"vantagem";-15,225;7,125;-7,567;15,98
"stj";1,442;-19,058;-3,12;22,895
"similar";4,181;-0,063;-10,718;1,038
"rp";-0,607;-8,029;-13,758;50,825
"pericial";79,91;-12,382;-6,063;-14,794
"norte";-13,524;0,125;4,767;2,689
"neve";-2,148;-20,475;-5,263;69,255
"mandar";-1,581;-6,089;45,106;-4,908
"kiplix";6,579;-1,055;-0,685;-0,951
"importância";-1,47;6,617;-1,332;-0,075
"idôneo";42,027;-12,465;-12,837;-0,022
"exibir";-17,407;30,092;5,956;-11,052
"distinto";55,337;-8,332;-13,988;-2,906
"disputar";-5,049;1,59;-0,042;1,767
"deslinde";61,493;-16,801;-6,063;-4,244
"confundir";11,914;-0,382;-7,781;-0,327
"comentar";-10,032;0,328;30,063;-4,585
"castro";-6,632;-17,288;105,201;-5,168
"ativo";4,473;2,821;-2,777;-6,258
"apreender";0,021;-6,164;36,538;-9,684
"aliás";5,742;3,908;-2,777;-9,684
"ajuizado";7,168;-4,776;-2,777;0,731
"aferir";-0,88;-7,015;-2,194;25,85
"rádio";-18,953;34,126;-5,461;0,731
"relato";-8,706;6,656;15,185;-8,959
"provimento";-1,397;-11,059;-13,298;64,227
"integrante";-1,141;-3,297;10,461;0,006
"integral";-3,289;0,045;33,915;-12,606
"imprescindível";0,646;-11,059;-8,823;27,505
"excluir";7,809;-1,322;0,594;-6,521
"enquadrar";-10,424;-9,47;-13,528;100,175
"computador";-19,592;0,539;48,258;-5,168
"através";-20,583;30,731;4,672;-7,476
"artista";-22,336;127,605;-12,607;-10,462
"vênia";76,072;-18,704;-2,948;-11,983
"transformar";0,51;0,413;0,384;-3,996
"preparação";-11,428;23,991;1,415;-5,962
"oriundo";30,137;-2,531;-1,772;-9,684
"obviamente";-9,061;-9,787;98,449;-6,521
"mourão";-1,276;0,547;-4,182;5,421
"jurisprudencial";-0,06;-17,499;-13,068;61,595
"independente";-21,481;0,62;1,032;10,863
"idêntico";45,699;-3,335;-10,946;-5,998
"guilherme";-1,276;-7,343;51,731;-6,447
"funcionário";-1,041;4,771;0;-1,267
"escolher";-24,625;9,381;2,593;0,6
"disponibilizar";-21,878;13,786;23,923;-10,16
"desfavor";0,837;-1,092;-9,352;8,198
"contestação";12,398;5,171;-4,007;-18,77
"constatação";1,442;-0,898;-6,086;3,667
"comprometimento";-19,4;-1,848;-9,267;80,008
"competir";-0,958;-7,729;-9,045;44,253
"auxiliar";1,002;-9,079;33,2;-10,481
"atender";9,115;-1,187;1,524;-10,765
"aferição";-0,486;-7,729;-13,528;48,406
"abrir";-1,717;-0,03;21,859;-7,047
"reproduzir";4,338;2,365;-6,086;-2,538
"provar";10,617;-1,584;0,113;-6,501
"procedente";2,735;-13,751;-4,684;15,849
"oral";59,889;-15,034;-9,125;-2,781
"marcelo";-3,673;-3,044;1,924;6,799
"macular";-25,173;-10,077;-4,674;113,831
"instagram";-15,606;109,077;-8,218;-14,622
"inc";0,653;-3,591;-3,088;7,116
"fachin";-10,424;-18,204;180,111;-18,77
"explorar";-26,092;100,646;-0,297;-18,131
"estudo";-5,741;44,595;-6,296;-3,883
"esquerdo";-21,501;8,53;37,28;-12,416
"engajamento";-25,173;120,744;-12,607;-6,773
"enfim";-10,191;-2,399;48,258;-1,611
"deduzir";83,646;-18,204;-13,528;-4,825
"composição";1,643;-5,28;0,646;0,056
"completo";9,518;1,014;-1,019;-11,983
"cf";-8,687;-3,565;-9,045;61,981
"celular";0,128;0,233;-0,022;-0,561
"apoiar";-5,468;21,547;-1,484;-1,25
"simplesmente";-5,049;-0,733;63,707;-15,584
"sair";-20,124;-4,923;133,885;-11,468
"robô";-2,115;21,28;-2,286;-3,171
"reserva";-8,316;-7,43;-3,826;59,39
"pretendido";42,027;-1,945;-10,49;-7,047
"núcleo";3,748;-1,676;0,384;-1,786
"joão";-15,156;-0,058;-0,825;28,069
"esfera";8,462;-5,683;-7,497;3,178
"constitutivo";24,066;0,003;-13,068;-4,348
"concessão";4,56;-4,75;-0,198;0,106
"ce";-8,112;-16,089;12,874;15,535
"alvo";-13,63;79,461;-1,971;-14,941
"viabilizar";1,465;1,601;-1,484;-2,26
"tocante";15,802;-4,535;-9,807;0,522
"rigor";18,512;-3,775;-6,296;-0,153
"remeter";-3,835;0,166;26,091;-8,66
"reabertura";114,703;-19,412;-12,607;-14,95
"propagação";-13,811;24,561;-9,619;3,127
"pf";-17,859;-12,98;182,934;-16,217
"perspectiva";5,649;-2,462;-10,035;3,667
"par";61,339;-16,089;-4,288;-6,23
"pagamento";2,923;0,501;-4,116;-0,54
"orientar";4,94;0,608;-2,808;-2,845
"lima";-5,668;-4,923;28,239;0,001
"ivo";-21,501;-16,58;206,397;-14,941
"imposição";-5,049;-12,804;-8,601;77,079
"identificação";0,263;-4,274;-5,669;13,93
"gravação";-18,222;11,399;1,711;-0,001
"fundamentar";31,55;-10,403;-10,49;0,027
"disposição";2,659;0,413;-0,699;-2,781
"conseguinte";-0,032;-7,599;-9,807;34,489
"assinalar";8,462;-1,249;-1,716;-0,667
"apreensão";1,04;-6,687;4,311;-0,117
"adir";1,407;-17,499;-13,068;39,641
"acreditar";-16,956;11,176;13,227;-5,168
"software";-5,934;-4,576;56,963;-4,123
"remoção";0,252;20,648;-9,16;-6,022
"prosseguir";0,267;-8,217;19,668;-2,737
"perda";-0,538;-10,403;-10,49;49,753
"passagem";-2,462;0,685;11,37;-4,908
"observância";34,875;-19,766;-12,837;2,007
"mecanismo";-10,191;48,032;-1,309;-6,802
"inexistente";-0,032;12,36;-7,717;-0,786
"hamilton";-0,624;0,465;-3,523;3,479
"extrato";6,518;-4,936;3,018;-4,288
"exordial";27,89;-3,808;-9,16;-0,946
"enfatizar";-0,001;-0,338;6,477;-2,845
"economia";40,43;-5,401;-1,577;-11,362
"ebc";-17,407;87,609;-11,458;-3,996
"diplomação";13,839;-1,761;-4,674;-0,499
"desfecho";54,004;-12,465;-12,837;-1,185
"competente";0,507;-2,257;-0,43;1,867
"aparecer";-23,796;8,99;47,637;-16,536
"ajuizamento";70,224;-10,077;-10,262;-8,518
"afastamento";78,133;-17,288;-8,898;-6,802
"admissibilidade";96,751;-16,794;-12,607;-10,462
"acrescer";-0,004;-8,217;-4,674;24,813
"acrescentar";7,483;0,121;-0,939;-5,964
"sócio";7,238;-0,44;-1,612;-1,172
"sofrer";-6,51;1,014;0,164;1,867
"restrição";-0,032;-7,599;-7,717;30,812
"relativamente";11,063;-0,248;-10,079;-0,043
"procurar";-3,542;15,801;2,196;-11,468
"pressuposto";-0,421;-16,794;-12,607;66,279
"otávio";-6,765;-10,924;-3,026;60,797
"noite";-3,251;-0,616;42,119;-9,891
"lógica";9,518;0,004;-5,877;-1,461
"lograr";1,308;-7,193;-0,939;5,73
"jurisdição";52,056;-19,412;-8,158;-0,499
"interferência";-20,963;0,217;13,606;1,283
"inteiramente";2,235;0,367;0,471;-8,229
"imposto";-0,007;-9,104;-11,917;40,093
"fala";-11,014;67,663;-2,612;-11,362
"empregado";-6,789;3,242;-10,308;15,218
"douto";54,781;-7,293;-11,917;-4,48
"deferimento";82,449;-12,98;-11,687;-9,258
"autônomo";-0,004;-8,217;-10,262;35,156
"ator";-12,262;38,424;-12,377;0,409
"acervo";20,648;-8,782;-2,612;-0,175
"walter";3,025;-4,081;-9,39;8,852
"vislumbrar";0,167;-0,106;-2,448;1,728
"tecnológico";-22,418;7,241;-6,839;22,616
"setembro";-14,952;3,741;32,687;-8,959
"sentir";10,294;-0,235;-4,097;-1,304
"santo";-12,471;10,466;-6,637;8,156
"revestir";24,539;-4,923;-10,079;-0,043
"questionamento";0,669;0,539;0,107;-3,759
"passível";-0,065;-2,343;-4,042;13,519
"padrão";-0,661;4,092;2,471;-6,891
"lícito";2,31;3,356;-11,687;-0,175
"invadir";-10,558;-3,773;96,742;-11,784
"influir";17,141;-19,058;-12,377;10,179
"individual";-0,148;6,203;-9,619;0,468
"firme";-0,065;-4,923;-2,633;16,241
"esforço";-8,112;32,616;0,003;-7,941
"denotar";0,66;2,003;-11,917;0,653
"convocar";-13,543;60,025;-0,057;-13,998
"braga";1,641;-3,012;-9,619;10,331
"suporte";18,122;-3,808;-0,342;-4,342
"significar";0,011;-0,944;-0,012;0,967
"reflexo";-6,161;-13,326;-11,917;91,803
"recorrente";-0,402;0,028;-3,349;4,756
"invocar";15,802;-0,315;-7,717;-1,461
"informacional";-21,421;128,964;-12,147;-11,983
"impossível";0,837;-6,989;17,239;-4,237
"hackers";-24,255;-4,535;163,413;-16,855
"gostar";-1,25;-8,461;62,438;-8,959
"fraudulento";-15,999;17,654;5,706;-4,608
"financiar";0,427;1,646;-3,305;-0,137
"extensão";21,758;-7,824;0,594;-8,363
"dinâmica";0,263;4,197;0,014;-7,654
"desconfiança";-20,583;12,263;10,973;-2,845
"breve";10,799;-0,325;-0,167;-6,802
"branco";0,045;-0,013;5,676;-5,208
"amplamente";-1,799;13,463;-2,286;-0,873
"talvez";-7,166;-0,439;66,257;-14,622
"surgir";2,659;2,596;-1,441;-5,431
"reflexão";-0,007;10,989;-4,097;-2,152
"qualificar";-0,173;-1,495;-2,286;9,499
"nítido";-9,493;34,198;-1,716;-2,152
"normal";-14,952;6,656;0,066;1,728
"lançar";3,169;0,121;-0,939;-1,977
"estrito";6,809;-7,293;-11,917;9,501
"dilma";-0,001;-5,211;40,733;-11,784
"deter";1,04;5,094;-7,058;-1,01
"confiável";-22,418;1,124;77,188;-15,579
"brasília";-6,605;17,499;5,123;-12,71
"aurélio";-0,188;-5,519;-6,636;27,319
"anunciar";-16,854;19,887;15,421;-13,666
"principalmente";2,659;0,413;-0,699;-2,781
"preclusão";75,978;-14,331;-10,998;-6,521
"moral";-0,992;-0,338;-5,969;15,218
"intenção";-12,256;5,592;2,046;0,005
"informática";-7,305;-1,521;50,241;-5,076
"el";-9,098;-10,778;-11,687;95,131
"dispensar";35,167;-10,57;-0,005;-9,201
"desequilibrar";-22,418;-10,109;-11,228;131,1
"cunho";-9,591;23,216;-6,178;0,458
"criação";-14,259;9,408;-5,538;9,553
"coordenação";-12,684;23,425;4,311;-8,959
"convite";-20,124;21,746;17,624;-13,984
"condenar";-0,065;-6,569;3,496;1,451
"bezerro";-15,032;-2,297;32,1;0,367
"atrair";-9,098;22,176;-11,687;2,405
"anotar";34,885;-6,687;-3,719;-3,996
"andamento";38,907;-9,111;-0,939;-7,771
"aludir";1,066;-7,507;-4,644;13,344
"advir";15,235;-2,399;-8,898;0,005
"adoção";-0,052;1,577;-1,971;0,055
"íntegro";-2,989;17,591;0,969;-11,052
"vieira";0,385;-1,64;2,011;-0,422
"tratado";-1,678;3,612;0,306;-1,1
"traduzir";0,681;-4,035;-0,348;2,9
"torno";-3,849;34,619;-0,825;-9,508
"temática";26,29;-0,551;-8,445;-4,651
"telefone";-1,891;-0,153;19,327;-4,441
"reconsideração";77,167;-16,226;-10,538;-5,964
"raciocínio";6,486;-5,121;-2,448;0,967
"obtenção";10,15;-1,142;-4,472;-0,189
"modalidade";0,04;-12,289;-6,839;33,175
"maia";-2,989;-15,034;-11,458;79,85
"legislativo";0,375;0,248;0,16;-2,369
"inegável";0,669;0,166;-6,839;1,153
"independência";-15,606;41,027;-10,538;0,444
"hc";-6,632;-17,288;-11,228;102,233
"freitas";-0,002;-0,058;-0,089;0,32
"contemplar";24,901;-1,676;-9,125;-1,786
"coligação_o_povo_feliz_de_novo";0,427;-2,282;-5,49;8,847
"celso";-0,201;-9,111;-8,218;38,358
"assistir";-0,82;13,184;0,101;-9,201
"adentrar";8,135;-0,421;-3,719;-0,454
"acolhimento";21,038;-10,824;0,152;-3,821
"rodrigues";-0,149;-2,815;-0,196;6,47
"republicano";-14,07;3,297;-8,671;23,874
"recordar";-9,719;-6,501;83,85;-5,451
"provocar";-2,965;22,301;-0,939;-4,396
"pressupor";6,474;-6,88;-10,308;8,142
"prejudicial";66,837;-10,125;-8,242;-8,948
"oportuno";19,85;-6,26;-7,539;0,054
"olhar";-19,135;-4,571;142,04;-15,26
"mau";23,16;-5,794;-10,768;0,055
"impressão";-10,98;4,121;26,046;-9,816
"higidez";-14,511;-0,06;-6,839;45,75
"esclarecido";19,399;-6,181;0,805;-9,262
"entidade";-16,956;31,652;0,483;-3,759
"despesa";0,732;-4,456;3,038;-0,121
"custo";-5,682;55,074;-9,619;-4,873
"convidar";-15,606;0,121;72,58;-14,622
"condenatório";72,774;-17,288;-11,228;-3,759
"atribuição";-1,97;-0,998;-0,939;11,765
"visualização";-16,398;104,829;-9,619;-10,837
"tradicional";-16,055;27,577;-8,445;2,568
"somar";-1,177;11,399;-0,939;-1,977
"seção";-20,124;10,803;24,742;-9,201
"relevo";-1,103;-0,001;-0,665;3,645
"pauta";-14,259;38,438;-0,613;-2,413
"paridade";-16,055;-13,979;-10,768;124,796
"intitular";-0,373;22,62;-1,05;-10,799
"instaurar";-2,423;-4,923;42,593;-3,896
"indagar";-9,376;-5,794;97,233;-10,124
"incidir";1,066;-16,58;-10,768;36,543
"ilação";6,83;-4,358;0,006;-0,58
"ideológico";-0,017;7,307;-1,819;-1,977
"fraudar";-19,666;9,408;26,056;-8,894
"eleitoreiro";-15,606;0,121;-6,186;38,358
"diário";-0,168;12,519;-5,032;-1,311
"corregedoria";1,816;-13,979;5,527;0,055
"contagem";-16,398;-0,461;92,298;-13,347
"conspiração";-21,959;88,253;-1,181;-12,732
"conectar";0,521;15,801;-1,524;-13,984
"colher";4,625;-3,261;-1,382;0,348
"cercar";-3,542;21,746;-0,005;-7,183
"cassar";-21,959;-14,331;-0,512;92,554
"baliza";24,642;-13,628;-8,218;1,024
"atar";10,478;-1,002;-1,214;-2,196
"ângulo";0,162;-1,983;-8,445;13,344
"walber";-4,243;-1,255;11,971;0,056
"subjetivo";5,256;-1,983;-1,971;0,055
"revista";-0,201;-0,439;-0,044;1,843
"materialidade";74,999;-15,872;-7,992;-7,476
"logs";-15,082;-6,843;124,03;-10,481
"inácio";-14,577;27,297;4,243;-9,577
"inverdade";-13,667;16,355;-0,089;0,017
"hackeamento";-0,735;27,577;-10,768;-2,17
"figurar";14,684;-2,567;-7,992;0,004
"extremo";-0,017;7,307;-0,348;-4,396
"esperar";0,515;2,524;0,224;-8,066
"especialista";-17,832;22,061;12,997;-12,391
"equipa";-14,624;2,196;35,232;-7,695
"embaixada";-10,149;12,964;10,196;-9,891
"doutrina";0,162;-11,6;-10,768;36,543
"construção";-0,588;29,112;-4,442;-7,771
"condução";24,539;-3,515;-2,633;-3,896
"atinente";29,62;-1,983;-10,768;-2,17
"angariar";-13,364;47,482;-7,088;-0,466
"analisado";38,907;-9,111;-4,442;-3,067
"acusar";-4,967;-0,022;45,424;-12,71
"típico";-0,001;9,996;-4,242;-1,789
"telefônico";53,081;-9,512;-3,962;-8,572
"rito";5,842;-13,628;-8,218;14,254
"ramo";-3,824;-1,034;19,412;-0,713
"pontuar";8,91;0,02;-6,188;-1,25
"operação";0,135;2,142;0,084;-4,687
"limpar";-21,042;-0,998;116,566;-14,622
"limitação";3,687;-1,851;-8,471;3,85
"gonzaga";-2,364;-7,343;-4,182;39,823
"feira";-12,471;6,271;27,6;-12,391
"enfoque";-2,423;-2,343;-7,765;33,592
"detalhado";9,535;-1,709;1,842;-10,521
"confiabilidade";-15,942;33,889;1,842;-8,282
"colhido";5,2;-1,914;8,155;-13,347
"coerência";47,702;-8,451;-5,753;-5,415
"coação";-1,451;2,746;-0,342;0,019
"autorização";21,145;-1,512;-6,863;-1,804
"assentada";2,885;1,494;-7,765;-0,315
"aduzir";9,849;-1,231;-5,538;-0,015
"admar";-2,364;-9,865;-4,182;45,604
"vedação";-1,304;0,958;-7,539;7,472
"sério";0,874;7,96;-0,825;-9,508
"superar";9,849;-2,125;-2,459;-0,232
"secretário";-17,832;-8,864;140,355;-9,891
"rs";-18,29;-14,104;-9,16;126,541
"refutar";-0,001;17,493;-7,992;-2,845
"prestígio";20,033;-0,058;-7,992;-4,145
"paradigma";-12,317;8,66;-5,753;8,824
"normatividade";-13,667;40,018;0,017;-6,765
"luciana";-12,917;-11,524;-6,863;95,406
"limitar";1,58;2,132;-5,969;-0,408
"legitimar";0,152;-5,648;-5,109;16,587
"justificativo";4,94;-0,058;-0,02;-4,145
"inicialmente";9,004;-1,408;0,101;-5,415
"honra";-8,171;-0,024;-7,765;33,592
"havan";-0,596;-0,188;11,334;-3,171
"existente";-0,82;-0,248;-1,524;6,851
"estratégico";-6,222;12,964;3,829;-7,673
"embasar";0,385;-2,758;2,011;-0,067
"elucidar";3,698;0,102;-0,524;-3,079
"elegível";-19,666;-8,123;148,103;-11,152
"desvalor";-14,707;-12,926;-10,079;115,35
"desordem";-20,583;113,371;-10,308;-9,508
"designar";-1,737;-8,781;-1,669;31,891
"convencer";-0,065;18,655;-0,716;-11,468
"constitucionalmente";-0,124;0,01;-10,308;10,257
"aplicado";15,818;-12,926;-5,753;2,427
"alerta";-14,259;52,476;-3,845;-2,413
"afronta";3,378;-7,513;-3,844;6,779
"áudio";-11,581;-0,373;52,46;-5,168
"área";-14,577;2,318;4,243;0,497
"tutelar";-14,707;-15,519;-10,079;123,061
"sequência";-6,222;29,46;-0,266;-5,736
"seguida";-2,95;12,583;0,757;-6,6
"seara";8,682;-7,795;-7,314;4,536
"rocha";-0,892;-8,036;23,965;-0,272
"proprietário";9,035;-1,04;-0,333;-2,854
"pr";-12,025;-3,273;-8,701;68,954
"paula";-3,194;-2,463;30,66;-2,219
"parcial";0,695;-4,639;1,391;0,054
"natural";-0,745;0,046;1,087;-0,054
"mobilizar";-20,124;89,883;-1,524;-13,984
"massivo";-12,305;37,483;-7,554;0,001
"links";-2,356;45,23;-7,324;-7,695
"interação";-15,541;82,094;-5,516;-8,321
"implicação";0,062;-0,397;-5,292;6,1
"ilustre";19,531;-2,297;-4,684;-1,612
"humberto";3,698;-5,985;-1,817;2,727
"guardar";48,224;-9,886;-3,648;-6,6
"evidentemente";-1,304;4,092;2,471;-5,143
"destinatário";9,535;3,612;-9,39;-6,31
"despeito";10,452;-0,258;-4,896;-0,946
"delinear";19,85;-8,123;-9,849;0,897
"cuidado";14,416;-6,26;2,471;-8,894
"comparecer";-13,364;2,385;33,392;-8,282
"antecipar";2,059;-3,273;-0,744;1,177
"alberto";-11,852;-3,044;83,166;-7,695
"agravar";0,143;-3,879;-3,844;11,528
"afastado";-0,065;-6,569;-4,042;22,433
"aceitação";-12,317;15,801;7,001;-7,183
"útil";31,492;-4,358;-7,314;-2,204
"viés";0,031;0,958;-5,538;0,897
"tramitação";65,242;-12,575;-3,845;-11,152
"totalização";-10,58;17,499;3,447;-6,022
"tela";0,898;0,001;-1,245;-0,002
"sr";-0,552;-4,936;32,105;-4,288
"semana";-14,122;-0,373;65,433;-7,067
"saneamento";45,7;-2,125;-7,539;-11,152
"refletir";-2,95;0,143;8,155;-1,262
"punir";-11,446;-5,953;0,006;37,281
"proporcional";-9,719;-15,165;-9,849;104,764
"prol";-2,652;4,063;-2,694;1,421
"ocupar";-14,259;14,163;2,471;-1,431
"normativo";-3,88;-14,458;-7,088;71,615
"napoleão";-3,242;-15,165;-9,849;77,554
"mandatário";-7,775;1,761;-2,459;9,553
"lóssio";-12,025;-13,397;-8,701;104,113
"inútil";69,777;-14,104;-3,261;-12,71
"interessar";-2,947;-2,071;17,2;-0,189
"infração";-3,242;-8,123;-2,459;39,764
"implicar";3,025;-7,469;-3,454;6,809
"identificado";-8,066;10,466;-0,011;-0,021
"golpe";-12,025;-0,108;56,056;-7,37
"esquema";-0,521;6,07;1,845;-8,89
"entregar";-10,694;1,246;34,439;-8,634
"embargante";71,214;-10,824;-8,701;-9,577
"contradição";35,85;-6,501;-8,701;-1,428
"conexo";58,837;-11,524;-9,16;-4,342
"ba";-1,916;-4,358;0,757;8,138
"argumentar";2,059;14,016;-6,412;-9,577
"andar";-14,624;-1,8;83,166;-7,695
"ajuizar";15,571;-12,225;-3,648;1,093
"adulteração";-12,025;5,121;29,157;-12,073
"versar";9,535;-0,904;-1,112;-2,001
"trabalhador";-9,591;4,771;19,764;-8,572
"tirar";-11,012;0,014;48,782;-8,282
"suspensão";-0,024;-4,007;-6,866;21,24
"recair";8,042;-3,273;-0,001;-1,428
"quarto";-11,446;10,208;16,379;-10,837
"propiciar";5,2;10,208;-9,619;-8,588
"pragmático";-19,207;77,967;-0,516;-13,347
"paz";-13,364;3,612;38,199;-13,028
"ocorrido";-2,947;2,318;-2,881;3,403
"netto";1,627;-6,178;-7,095;12,899
"mão";-11,137;-7,85;83,501;-3,314
"lição";-4,205;-7,795;-3,648;46,631
"ids";0,148;-0,108;13,912;-12,073
"fixação";39,755;-11,524;-9,16;-0,363
"extrapolar";-0,516;-3,012;-2,289;15,501
"eis";5,825;-0,057;-1,112;-2,001
"descrito";4,311;-1,709;-7,088;2,286
"credibilidade";-15,942;57,815;-2,121;-4,606
"comício";-12,917;45,013;-4,896;-0,946
"associar";-0,148;3,191;0,224;-3,408
"aptidão";-0,918;-0,904;-9,39;23,082
"aprovação";-1,168;-0,66;10,619;-0,92
"ampliar";4,311;1,411;-2,121;-4,606
"agro";-5,477;-0,006;4,224;0,564
"tô";-14,624;-6,51;119,66;-10,163
"suficientemente";11,981;-7,178;-7,783;2,351
"sc";-9,291;-10,475;-8,471;86,077
"rn";-12,471;-13,751;-8,931;107,269
"relembrar";0,001;-2,071;1,501;0,106
"proclamação";0,926;-1,323;-0,861;0,962
"preencher";-0,844;1,601;-4,262;2,487
"posse";-7,254;0,265;22,133;-3,566
"perder";-1,451;-0,258;12,14;-1,804
"ordenamento";3,071;-9,079;-7,554;13,636
"operandi";-5,668;53,493;-7,554;-5,867
"novembro";-8,494;-2,513;45,892;-1,895
"movimentação";-0,044;-0,373;-2,694;5,509
"modus";-4,899;60,2;-7,095;-9,844
"margem";-8,476;1,681;-3,261;12,052
"ligado";-1,389;4,59;-1,335;0,017
"lewandowski";-0,049;0,047;-1,214;1,041
"interferir";-6,991;-2,768;0,306;16,587
"fundado";42,689;-8,187;-4,262;-5,168
"extremamente";-1,868;-0,488;6,138;-0,003
"externo";-5,843;-2,071;49,979;-5,451
"excesso";-3,251;0,097;-4,684;13,003
"concernir";6,504;-11,524;-0,342;1,561
"censura";-1,033;3,583;-6,412;2,146
"avaliação";0,026;-5,346;-3,261;14,761
"aprovar";-1,168;-9,776;57,886;-6,465
"adiante";-0,918;5,094;-2,121;0,002
"vii";0,068;1,003;-4,053;0,272
"tendente";-8,066;-0,176;-6,637;34,297
"rebeca";6,579;-1,055;-0,685;-0,951
"re";-4,346;-8,807;-5,72;56,012
"pronunciar";42,166;-8,864;-3,07;-5,736
"projeto";-6,454;11,767;5,706;-8,634
"penalidade";-15,487;-14,104;-9,16;118,346
"odebrecht";39,529;-6,652;-2,045;-8,254
"milhar";-12,471;29,46;3,829;-12,391
"manutenção";-1,622;-1,851;1,743;2,487
"interpretar";21,038;-1,142;-4,472;-3,821
"inteiro";-1,825;0,204;14,665;-6,165
"expediente";-7,254;2,692;11,802;-3,566
"encerramento";2,329;0,33;-0,984;-1,804
"deus";-4,899;0,628;18,215;-5,274
"criminoso";-5,843;20,108;-0,001;-3,821
"chance";-17,832;-0,003;-1,796;34,297
"capítulo";11,492;-2,513;0,446;-7,07
"apertar";-11,42;-6,307;99,121;-7,936
